diet_type,food_health_preference,taste_preference,preferred_cuisine,allergies,budget_range,location,digestion_preference,user_age,current_weather,meal_time,calorie_preference,suggested_dish
vegan,high protein,savory,Mexican,dairy,high,urban,moderate,30,hot,lunch,high,Mixed Veg Bowl
vegetarian,low fat,savory,Thai,soy,high,urban,moderate,15,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,low fat,salty,Chinese,none,low,urban,moderate,14,cold,lunch,high,Soy Sauce Noodles
vegetarian,high protein,sweet,Chinese,gluten,medium,suburban,heavy,44,sunny,dinner,low,Mixed Veg Bowl
non-vegetarian,high protein,savory,Mexican,dairy,low,rural,moderate,28,cold,lunch,high,Chicken Quesadilla
vegetarian,balanced,savory,Thai,gluten,low,suburban,easy,29,sunny,lunch,low,Mixed Veg Bowl
vegan,high protein,salty,Italian,none,low,suburban,easy,20,hot,dinner,high,Mixed Veg Bowl
vegetarian,balanced,savory,Mexican,dairy,low,rural,easy,38,rainy,lunch,moderate,Mixed Veg Bowl
vegan,high protein,salty,Thai,none,high,suburban,heavy,48,rainy,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Indian,nuts,high,rural,moderate,46,sunny,breakfast,low,Chicken Biryani
non-vegetarian,low fat,spicy,Mexican,gluten,low,suburban,moderate,15,cold,breakfast,moderate,Spicy Chicken Enchiladas
vegetarian,low carb,umami,Mexican,none,high,rural,heavy,36,hot,breakfast,moderate,Mixed Veg Bowl
vegan,balanced,salty,Mexican,gluten,low,urban,heavy,30,rainy,dinner,high,Mixed Veg Bowl
vegan,balanced,umami,Chinese,nuts,low,rural,easy,55,hot,dinner,moderate,Mixed Veg Bowl
vegetarian,low carb,spicy,Italian,nuts,high,urban,moderate,66,rainy,breakfast,moderate,Mixed Veg Bowl
vegan,low fat,umami,Chinese,dairy,medium,urban,easy,21,cold,lunch,moderate,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Indian,dairy,medium,suburban,moderate,13,rainy,breakfast,moderate,Chicken Biryani
vegan,low carb,sweet,Thai,dairy,high,urban,moderate,49,sunny,dinner,moderate,Tofu Mango Curry
non-vegetarian,balanced,salty,Chinese,nuts,high,rural,heavy,19,hot,breakfast,high,Mixed Veg Bowl
vegetarian,high protein,salty,Indian,gluten,high,suburban,moderate,43,rainy,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,savory,Chinese,gluten,low,rural,heavy,10,cold,breakfast,low,Mixed Veg Bowl
vegetarian,low carb,spicy,Mexican,dairy,low,urban,moderate,16,humid,dinner,high,Spicy Bean Enchiladas
vegetarian,balanced,savory,Thai,dairy,high,suburban,heavy,19,cold,dinner,low,Mixed Veg Bowl
vegetarian,high protein,sweet,Indian,soy,high,suburban,moderate,61,sunny,breakfast,moderate,Kesari Bath
vegan,low fat,sweet,Thai,nuts,medium,rural,heavy,14,rainy,breakfast,low,Vegan Pad Thai
vegan,balanced,umami,Thai,dairy,medium,urban,moderate,58,rainy,lunch,high,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Indian,none,medium,urban,heavy,58,sunny,breakfast,high,Fish Curry
vegetarian,low carb,sweet,Indian,gluten,high,urban,moderate,10,humid,breakfast,moderate,Kesari Bath
vegan,low fat,savory,Italian,dairy,low,urban,easy,35,cold,lunch,high,Vegan Pesto Pasta
vegan,high protein,spicy,Italian,soy,low,urban,heavy,32,rainy,lunch,low,Mixed Veg Bowl
vegan,high protein,sweet,Italian,gluten,low,rural,easy,21,sunny,breakfast,moderate,Mixed Veg Bowl
vegan,low carb,sweet,Chinese,soy,high,rural,heavy,45,rainy,breakfast,low,Sweet Sesame Tofu
vegetarian,balanced,savory,Indian,soy,low,suburban,heavy,62,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Chinese,soy,medium,suburban,heavy,60,hot,dinner,high,Mixed Veg Bowl
vegan,low fat,sweet,Chinese,dairy,high,rural,moderate,38,hot,dinner,high,Sweet Sesame Tofu
vegan,high protein,sweet,Mexican,soy,low,rural,easy,68,cold,lunch,low,Vegan Churros
non-vegetarian,balanced,savory,Thai,nuts,low,rural,easy,51,humid,breakfast,moderate,Mixed Veg Bowl
vegetarian,low carb,sweet,Thai,none,high,urban,moderate,68,humid,lunch,moderate,Mixed Veg Bowl
vegan,high protein,savory,Thai,none,high,urban,moderate,10,rainy,lunch,high,Mixed Veg Bowl
non-vegetarian,high protein,savory,Chinese,nuts,high,urban,heavy,38,hot,lunch,moderate,Mixed Veg Bowl
vegan,balanced,umami,Indian,dairy,medium,rural,heavy,69,sunny,lunch,high,Mixed Veg Bowl
vegetarian,balanced,umami,Chinese,soy,high,urban,easy,21,rainy,dinner,low,Paneer Chili Dry
vegan,low carb,sweet,Mexican,gluten,high,suburban,easy,13,sunny,lunch,moderate,Sweet Potato Tacos
vegan,high protein,spicy,Indian,soy,high,urban,easy,17,sunny,breakfast,moderate,Baingan Bharta
vegetarian,low carb,umami,Italian,dairy,low,urban,moderate,30,sunny,dinner,moderate,Mixed Veg Bowl
vegan,high protein,sweet,Mexican,gluten,low,suburban,moderate,27,rainy,dinner,high,Vegan Churros
vegan,low carb,savory,Italian,soy,high,rural,heavy,61,humid,dinner,low,Grilled Eggplant Parmesan
vegan,high protein,umami,Mexican,soy,high,urban,heavy,22,cold,dinner,moderate,Mixed Veg Bowl
vegan,balanced,spicy,Chinese,none,low,rural,moderate,66,humid,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,balanced,umami,Indian,gluten,high,urban,moderate,20,sunny,dinner,low,Mixed Veg Bowl
vegetarian,low fat,sweet,Thai,soy,medium,urban,moderate,66,rainy,lunch,high,Mixed Veg Bowl
vegetarian,balanced,savory,Mexican,none,high,suburban,easy,34,cold,dinner,low,Mixed Veg Bowl
non-vegetarian,low carb,umami,Italian,gluten,medium,rural,heavy,33,rainy,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low fat,salty,Mexican,gluten,medium,suburban,heavy,42,cold,breakfast,moderate,Mixed Veg Bowl
vegan,balanced,umami,Chinese,none,high,urban,heavy,46,hot,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low fat,umami,Italian,nuts,medium,rural,heavy,31,hot,dinner,moderate,Mixed Veg Bowl
vegan,low fat,savory,Italian,nuts,medium,urban,heavy,31,rainy,lunch,high,Grilled Eggplant Parmesan
vegan,high protein,spicy,Thai,none,low,suburban,moderate,28,rainy,lunch,moderate,Mixed Veg Bowl
vegetarian,balanced,salty,Indian,none,low,suburban,moderate,20,humid,lunch,high,Mixed Veg Bowl
vegan,high protein,salty,Italian,gluten,low,suburban,easy,15,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,low carb,salty,Thai,none,medium,urban,moderate,65,humid,breakfast,low,Mixed Veg Bowl
vegan,low fat,sweet,Mexican,gluten,high,urban,heavy,36,rainy,lunch,high,Sweet Potato Tacos
vegan,balanced,sweet,Thai,nuts,medium,rural,easy,41,rainy,lunch,high,Vegan Pad Thai
non-vegetarian,high protein,salty,Italian,nuts,high,rural,moderate,21,humid,breakfast,low,Anchovy Pizza
vegan,low carb,umami,Italian,nuts,high,suburban,moderate,19,humid,lunch,moderate,Mushroom Risotto
vegan,low fat,spicy,Indian,dairy,high,rural,moderate,53,sunny,breakfast,moderate,Chana Masala
vegan,balanced,spicy,Thai,nuts,medium,urban,easy,18,cold,dinner,high,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Chinese,dairy,low,rural,heavy,37,cold,lunch,high,Mixed Veg Bowl
vegetarian,high protein,umami,Italian,none,low,suburban,heavy,12,rainy,breakfast,low,Mixed Veg Bowl
vegan,low fat,sweet,Mexican,soy,low,urban,moderate,61,hot,breakfast,moderate,Vegan Churros
vegan,high protein,spicy,Italian,none,low,urban,heavy,68,humid,breakfast,moderate,Mixed Veg Bowl
vegetarian,low fat,spicy,Thai,nuts,low,rural,heavy,68,humid,breakfast,moderate,Green Curry with Veggies
non-vegetarian,low fat,umami,Indian,nuts,high,suburban,heavy,18,humid,lunch,moderate,Mixed Veg Bowl
vegetarian,low carb,umami,Italian,none,medium,suburban,moderate,11,hot,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,savory,Mexican,dairy,low,urban,heavy,27,cold,dinner,high,Chicken Quesadilla
non-vegetarian,high protein,sweet,Thai,none,medium,urban,moderate,43,sunny,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,salty,Indian,gluten,high,rural,easy,57,cold,lunch,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Mexican,nuts,low,suburban,heavy,51,humid,breakfast,high,Chicken Quesadilla
vegetarian,balanced,spicy,Thai,gluten,low,urban,moderate,15,rainy,breakfast,low,Spicy Thai Noodles
non-vegetarian,low fat,savory,Chinese,none,medium,rural,easy,20,cold,lunch,low,Mixed Veg Bowl
vegan,balanced,salty,Italian,soy,low,urban,heavy,34,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Italian,soy,medium,urban,easy,43,sunny,dinner,low,Mixed Veg Bowl
vegetarian,low carb,savory,Italian,soy,high,urban,easy,10,sunny,lunch,moderate,Margherita Pizza
non-vegetarian,balanced,spicy,Thai,dairy,medium,suburban,moderate,17,cold,dinner,moderate,Red Curry Chicken
vegetarian,high protein,savory,Chinese,nuts,high,urban,heavy,17,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,low fat,umami,Italian,none,medium,urban,heavy,40,humid,dinner,low,Mixed Veg Bowl
vegetarian,low carb,spicy,Chinese,none,medium,rural,heavy,15,cold,dinner,moderate,Mixed Veg Bowl
vegetarian,balanced,umami,Mexican,nuts,medium,urban,easy,42,rainy,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,umami,Chinese,nuts,high,suburban,moderate,19,hot,dinner,high,Kung Pao Chicken
vegetarian,balanced,umami,Italian,soy,high,rural,heavy,50,sunny,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low carb,salty,Mexican,nuts,low,suburban,heavy,28,rainy,dinner,moderate,Mixed Veg Bowl
vegan,balanced,savory,Mexican,nuts,low,suburban,moderate,59,hot,dinner,low,Mixed Veg Bowl
non-vegetarian,balanced,umami,Indian,none,medium,rural,heavy,32,sunny,breakfast,high,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Thai,nuts,high,rural,moderate,17,hot,lunch,low,Thai Basil Chicken
vegan,low fat,spicy,Thai,gluten,medium,urban,heavy,38,hot,lunch,low,Mixed Veg Bowl
vegan,high protein,spicy,Indian,nuts,high,urban,heavy,38,humid,lunch,low,Chana Masala
vegetarian,high protein,savory,Mexican,gluten,low,rural,moderate,43,sunny,dinner,moderate,Mixed Veg Bowl
non-vegetarian,low carb,umami,Mexican,nuts,high,urban,moderate,27,sunny,dinner,low,Mixed Veg Bowl
vegan,high protein,sweet,Indian,dairy,low,rural,easy,33,cold,lunch,high,Mixed Veg Bowl
vegan,low carb,sweet,Italian,gluten,low,suburban,heavy,60,sunny,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low carb,umami,Mexican,soy,low,urban,moderate,44,humid,dinner,moderate,Mixed Veg Bowl
vegetarian,low fat,sweet,Chinese,nuts,low,suburban,heavy,32,hot,lunch,high,Mixed Veg Bowl
non-vegetarian,low carb,umami,Thai,dairy,low,urban,easy,62,rainy,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Italian,soy,low,suburban,heavy,14,sunny,lunch,high,Mixed Veg Bowl
vegan,balanced,sweet,Mexican,gluten,high,suburban,heavy,21,rainy,breakfast,low,Vegan Churros
vegan,high protein,savory,Chinese,none,low,rural,heavy,14,hot,lunch,low,Mixed Veg Bowl
vegan,low carb,umami,Italian,dairy,high,urban,heavy,15,humid,lunch,moderate,Roasted Veggie Lasagna
non-vegetarian,low carb,sweet,Italian,soy,low,urban,moderate,43,sunny,breakfast,low,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Indian,soy,medium,rural,moderate,19,cold,lunch,high,Mixed Veg Bowl
vegetarian,low carb,salty,Thai,nuts,medium,suburban,moderate,44,humid,dinner,high,Mixed Veg Bowl
vegan,low carb,sweet,Mexican,none,high,suburban,moderate,53,cold,dinner,high,Vegan Churros
vegetarian,balanced,sweet,Thai,nuts,high,suburban,easy,32,cold,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Indian,nuts,medium,rural,moderate,66,cold,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low carb,salty,Indian,none,medium,suburban,moderate,15,sunny,lunch,moderate,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Thai,nuts,medium,suburban,heavy,65,humid,breakfast,low,Red Curry Chicken
non-vegetarian,low carb,spicy,Italian,soy,high,urban,heavy,53,cold,dinner,moderate,Mixed Veg Bowl
vegetarian,high protein,umami,Chinese,soy,low,rural,easy,33,sunny,dinner,high,Paneer Chili Dry
vegan,low fat,spicy,Indian,dairy,high,suburban,moderate,46,sunny,lunch,moderate,Baingan Bharta
vegetarian,low fat,savory,Mexican,soy,high,urban,easy,22,humid,breakfast,low,Mixed Veg Bowl
vegetarian,high protein,sweet,Chinese,nuts,low,urban,moderate,40,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,low carb,salty,Mexican,gluten,high,rural,heavy,37,sunny,breakfast,high,Mixed Veg Bowl
vegan,high protein,spicy,Mexican,nuts,high,suburban,easy,49,cold,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,high protein,umami,Italian,soy,medium,urban,easy,23,cold,lunch,low,Mixed Veg Bowl
vegetarian,high protein,umami,Italian,none,medium,urban,moderate,57,hot,breakfast,low,Mixed Veg Bowl
non-vegetarian,low carb,spicy,Chinese,nuts,low,rural,easy,59,sunny,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Chinese,soy,low,rural,heavy,21,sunny,lunch,moderate,Mixed Veg Bowl
vegan,high protein,spicy,Italian,soy,low,urban,moderate,45,cold,dinner,low,Mixed Veg Bowl
non-vegetarian,high protein,savory,Chinese,dairy,low,rural,heavy,51,hot,dinner,high,Mixed Veg Bowl
vegetarian,balanced,savory,Chinese,gluten,medium,suburban,moderate,40,humid,lunch,high,Mixed Veg Bowl
non-vegetarian,low fat,sweet,Indian,soy,low,urban,moderate,52,rainy,breakfast,moderate,Mixed Veg Bowl
vegan,balanced,savory,Italian,soy,high,urban,heavy,45,hot,lunch,moderate,Grilled Eggplant Parmesan
vegan,low fat,salty,Indian,none,medium,urban,heavy,47,sunny,dinner,low,Mixed Veg Bowl
vegan,balanced,salty,Thai,none,high,suburban,moderate,49,sunny,lunch,high,Mixed Veg Bowl
non-vegetarian,balanced,salty,Italian,gluten,high,urban,easy,58,rainy,dinner,low,Seafood Risotto
non-vegetarian,low carb,umami,Mexican,nuts,low,urban,easy,28,cold,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,sweet,Indian,soy,high,urban,easy,34,sunny,breakfast,low,Kesari Bath
vegetarian,low carb,sweet,Italian,gluten,medium,urban,heavy,20,sunny,breakfast,moderate,Mixed Veg Bowl
vegan,balanced,sweet,Thai,gluten,high,suburban,heavy,64,sunny,breakfast,moderate,Vegan Pad Thai
non-vegetarian,balanced,salty,Mexican,gluten,low,rural,moderate,12,hot,breakfast,low,Mixed Veg Bowl
non-vegetarian,high protein,savory,Italian,nuts,high,suburban,moderate,47,cold,lunch,moderate,Spaghetti Bolognese
vegan,high protein,spicy,Chinese,nuts,low,urban,easy,16,cold,dinner,high,Mixed Veg Bowl
vegetarian,balanced,umami,Indian,gluten,medium,suburban,moderate,26,hot,breakfast,high,Mixed Veg Bowl
non-vegetarian,low carb,salty,Indian,soy,low,rural,heavy,22,sunny,dinner,low,Mixed Veg Bowl
non-vegetarian,low fat,savory,Italian,dairy,medium,urban,easy,37,rainy,lunch,high,Chicken Lasagna
vegetarian,high protein,spicy,Mexican,nuts,medium,urban,heavy,47,humid,dinner,high,Vegetarian Tacos
non-vegetarian,high protein,sweet,Thai,nuts,low,rural,heavy,41,rainy,dinner,moderate,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Indian,none,low,urban,heavy,63,cold,breakfast,moderate,Chicken Biryani
vegan,balanced,sweet,Mexican,soy,low,rural,heavy,48,hot,lunch,moderate,Vegan Churros
vegan,low fat,umami,Italian,soy,low,rural,heavy,55,cold,dinner,high,Roasted Veggie Lasagna
non-vegetarian,low fat,sweet,Mexican,gluten,high,rural,easy,52,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,high protein,salty,Indian,dairy,medium,suburban,heavy,68,sunny,dinner,high,Mixed Veg Bowl
vegan,balanced,salty,Italian,soy,low,rural,heavy,26,humid,breakfast,low,Mixed Veg Bowl
vegetarian,low fat,spicy,Thai,soy,low,suburban,heavy,27,sunny,lunch,moderate,Spicy Thai Noodles
vegan,low carb,salty,Mexican,nuts,low,rural,heavy,33,hot,lunch,moderate,Mixed Veg Bowl
vegan,balanced,salty,Chinese,dairy,medium,rural,easy,10,sunny,lunch,low,Garlic Bok Choy
vegan,low fat,sweet,Mexican,gluten,medium,urban,heavy,19,hot,lunch,high,Vegan Churros
non-vegetarian,low carb,umami,Thai,nuts,high,urban,heavy,42,rainy,lunch,high,Mixed Veg Bowl
vegetarian,low fat,savory,Indian,nuts,low,suburban,moderate,33,cold,lunch,high,Mixed Veg Bowl
vegetarian,low carb,umami,Italian,soy,medium,urban,moderate,31,sunny,breakfast,low,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Mexican,gluten,high,urban,moderate,15,cold,breakfast,high,Hot Salsa Burrito
non-vegetarian,low fat,spicy,Indian,none,low,urban,heavy,66,humid,dinner,low,Chicken Biryani
vegetarian,low carb,umami,Indian,dairy,medium,rural,easy,28,rainy,lunch,low,Mixed Veg Bowl
vegetarian,low fat,salty,Indian,none,medium,rural,heavy,16,cold,lunch,high,Mixed Veg Bowl
vegetarian,low carb,salty,Mexican,nuts,medium,rural,moderate,63,humid,breakfast,high,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Indian,soy,low,rural,heavy,29,humid,breakfast,high,Fish Curry
vegetarian,high protein,umami,Italian,none,medium,suburban,heavy,49,rainy,lunch,moderate,Mixed Veg Bowl
vegetarian,high protein,umami,Mexican,none,high,suburban,easy,46,hot,breakfast,high,Mixed Veg Bowl
vegetarian,low fat,sweet,Thai,none,low,urban,easy,36,humid,dinner,high,Mixed Veg Bowl
vegan,low carb,savory,Thai,soy,medium,urban,easy,27,cold,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,savory,Mexican,gluten,high,suburban,easy,41,hot,dinner,high,Mixed Veg Bowl
vegan,low fat,umami,Thai,dairy,high,rural,moderate,32,rainy,dinner,high,Mixed Veg Bowl
vegan,low fat,spicy,Thai,dairy,high,rural,heavy,53,sunny,breakfast,high,Mixed Veg Bowl
vegetarian,low fat,salty,Indian,nuts,medium,urban,moderate,68,sunny,lunch,high,Mixed Veg Bowl
non-vegetarian,high protein,sweet,Chinese,none,medium,urban,easy,15,sunny,dinner,low,Mixed Veg Bowl
vegetarian,balanced,salty,Chinese,none,medium,suburban,moderate,21,cold,breakfast,low,Soy Sauce Noodles
vegan,balanced,savory,Thai,soy,medium,suburban,moderate,55,sunny,breakfast,low,Mixed Veg Bowl
vegetarian,balanced,savory,Chinese,dairy,medium,urban,moderate,38,cold,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,high protein,spicy,Indian,none,medium,rural,easy,32,sunny,breakfast,high,Fish Curry
vegetarian,low fat,umami,Thai,gluten,low,urban,heavy,41,humid,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low fat,salty,Mexican,none,low,suburban,heavy,29,cold,breakfast,high,Mixed Veg Bowl
vegan,balanced,spicy,Chinese,nuts,medium,urban,moderate,50,rainy,lunch,moderate,Mixed Veg Bowl
non-vegetarian,low carb,sweet,Chinese,nuts,medium,urban,heavy,35,rainy,dinner,low,Mixed Veg Bowl
non-vegetarian,balanced,spicy,Mexican,gluten,high,rural,heavy,37,rainy,dinner,low,Hot Salsa Burrito
vegetarian,low fat,sweet,Chinese,soy,medium,rural,heavy,28,rainy,dinner,moderate,Mixed Veg Bowl
vegetarian,low carb,savory,Indian,nuts,low,suburban,heavy,43,rainy,lunch,low,Mixed Veg Bowl
vegetarian,low carb,umami,Thai,dairy,low,rural,heavy,39,humid,dinner,moderate,Mixed Veg Bowl
non-vegetarian,balanced,sweet,Indian,nuts,high,urban,heavy,51,sunny,breakfast,low,Mixed Veg Bowl
vegan,balanced,umami,Mexican,gluten,low,suburban,moderate,44,humid,lunch,low,Mixed Veg Bowl
vegan,low fat,umami,Chinese,none,high,urban,moderate,42,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,high protein,umami,Mexican,dairy,high,rural,heavy,54,humid,lunch,low,Mixed Veg Bowl
vegan,balanced,spicy,Chinese,nuts,low,suburban,easy,20,cold,dinner,low,Mixed Veg Bowl
vegetarian,low fat,umami,Indian,soy,medium,rural,easy,22,sunny,dinner,low,Mixed Veg Bowl
non-vegetarian,high protein,umami,Mexican,nuts,high,suburban,easy,59,sunny,breakfast,moderate,Mixed Veg Bowl
vegan,low carb,sweet,Thai,soy,low,urban,heavy,37,hot,breakfast,low,Vegan Pad Thai
vegan,low fat,spicy,Chinese,soy,high,rural,heavy,28,cold,breakfast,moderate,Mixed Veg Bowl
non-vegetarian,low carb,umami,Italian,soy,low,urban,moderate,52,humid,lunch,moderate,Mixed Veg Bowl
vegan,low carb,sweet,Thai,gluten,high,suburban,moderate,34,rainy,dinner,moderate,Vegan Pad Thai
vegan,high protein,salty,Thai,nuts,high,urban,easy,19,cold,dinner,high,Mixed Veg Bowl
vegan,low fat,spicy,Italian,soy,low,rural,moderate,45,sunny,lunch,high,Mixed Veg Bowl
vegan,low fat,salty,Indian,nuts,medium,urban,heavy,47,rainy,dinner,high,Mixed Veg Bowl
vegan,low fat,spicy,Thai,soy,high,rural,heavy,57,rainy,lunch,low,Mixed Veg Bowl
vegetarian,balanced,savory,Thai,nuts,low,urban,easy,60,sunny,breakfast,high,Mixed Veg Bowl
vegetarian,balanced,savory,Chinese,gluten,high,rural,easy,47,sunny,breakfast,high,Mixed Veg Bowl
vegan,high protein,sweet,Indian,none,medium,rural,moderate,21,humid,dinner,moderate,Mixed Veg Bowl
vegan,balanced,spicy,Thai,nuts,high,suburban,heavy,56,rainy,dinner,moderate,Mixed Veg Bowl
vegan,low carb,sweet,Thai,soy,low,rural,heavy,66,cold,dinner,moderate,Vegan Pad Thai
vegan,high protein,savory,Indian,gluten,low,urban,moderate,39,humid,breakfast,low,Mixed Veg Bowl
vegetarian,balanced,spicy,Mexican,dairy,medium,urban,moderate,27,humid,dinner,low,Spicy Bean Enchiladas
vegan,low carb,salty,Mexican,soy,medium,rural,heavy,50,cold,dinner,high,Mixed Veg Bowl
vegetarian,low carb,umami,Mexican,none,medium,urban,easy,68,hot,dinner,low,Mixed Veg Bowl
vegan,low carb,spicy,Chinese,none,high,rural,easy,27,rainy,lunch,low,Mixed Veg Bowl
non-vegetarian,high protein,umami,Mexican,dairy,medium,rural,easy,36,rainy,lunch,moderate,Mixed Veg Bowl
vegetarian,balanced,salty,Indian,soy,low,rural,heavy,34,rainy,breakfast,moderate,Mixed Veg Bowl
vegetarian,low fat,umami,Thai,nuts,high,urban,heavy,30,cold,lunch,low,Mixed Veg Bowl
